,exp,celltype,celltype_n,modality,file,atlas_name,sum_stat,baseline_pct,umap_pct,scale,clip,clip_soft,task
326,MiniAtlas-LAMP5_ATAC,MiniAtlas-LAMP5,2221,ATAC,./Data/source/MiniAtlas_ATAC_bw/LAMP5_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
327,MiniAtlas-LAMP5_K27Ac,MiniAtlas-LAMP5,2221,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/LAMP5_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
328,MiniAtlas-LAMP5_K27Me3,MiniAtlas-LAMP5,2221,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/LAMP5_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
329,MiniAtlas-LAMP5_RNAminus,MiniAtlas-LAMP5,2221,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/LAMP5_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
330,MiniAtlas-LAMP5_RNAplus,MiniAtlas-LAMP5,2221,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/LAMP5_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
331,MiniAtlas-ACBGM_ATAC,MiniAtlas-ACBGM,1952,ATAC,./Data/source/MiniAtlas_ATAC_bw/ACBGM_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
332,MiniAtlas-ACBGM_K27Ac,MiniAtlas-ACBGM,1952,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/ACBGM_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
333,MiniAtlas-ACBGM_K27Me3,MiniAtlas-ACBGM,1952,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/ACBGM_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
334,MiniAtlas-ACBGM_RNAminus,MiniAtlas-ACBGM,1952,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/ACBGM_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
335,MiniAtlas-ACBGM_RNAplus,MiniAtlas-ACBGM,1952,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/ACBGM_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
336,MiniAtlas-PV-CHC_ATAC,MiniAtlas-PV-CHC,1468,ATAC,./Data/source/MiniAtlas_ATAC_bw/PV-CHC_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
337,MiniAtlas-PV-CHC_K27Ac,MiniAtlas-PV-CHC,1468,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/PV-CHC_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
338,MiniAtlas-PV-CHC_K27Me3,MiniAtlas-PV-CHC,1468,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/PV-CHC_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
339,MiniAtlas-PV-CHC_RNAminus,MiniAtlas-PV-CHC,1468,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/PV-CHC_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
340,MiniAtlas-PV-CHC_RNAplus,MiniAtlas-PV-CHC,1468,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/PV-CHC_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
341,MiniAtlas-LAMP5-LHX6_ATAC,MiniAtlas-LAMP5-LHX6,914,ATAC,./Data/source/MiniAtlas_ATAC_bw/LAMP5-LHX6_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
342,MiniAtlas-LAMP5-LHX6_K27Ac,MiniAtlas-LAMP5-LHX6,914,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/LAMP5-LHX6_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
343,MiniAtlas-LAMP5-LHX6_K27Me3,MiniAtlas-LAMP5-LHX6,914,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/LAMP5-LHX6_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
344,MiniAtlas-LAMP5-LHX6_RNAminus,MiniAtlas-LAMP5-LHX6,914,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/LAMP5-LHX6_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
345,MiniAtlas-LAMP5-LHX6_RNAplus,MiniAtlas-LAMP5-LHX6,914,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/LAMP5-LHX6_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
346,MiniAtlas-SNCG_ATAC,MiniAtlas-SNCG,697,ATAC,./Data/source/MiniAtlas_ATAC_bw/SNCG_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
347,MiniAtlas-SNCG_K27Ac,MiniAtlas-SNCG,697,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/SNCG_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
348,MiniAtlas-SNCG_K27Me3,MiniAtlas-SNCG,697,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/SNCG_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
349,MiniAtlas-SNCG_RNAminus,MiniAtlas-SNCG,697,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/SNCG_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
350,MiniAtlas-SNCG_RNAplus,MiniAtlas-SNCG,697,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/SNCG_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
351,MiniAtlas-MSN_ATAC,MiniAtlas-MSN,591,ATAC,./Data/source/MiniAtlas_ATAC_bw/MSN_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
352,MiniAtlas-MSN_K27Ac,MiniAtlas-MSN,591,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/MSN_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
353,MiniAtlas-MSN_K27Me3,MiniAtlas-MSN,591,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/MSN_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
354,MiniAtlas-MSN_RNAminus,MiniAtlas-MSN,591,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/MSN_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
355,MiniAtlas-MSN_RNAplus,MiniAtlas-MSN,591,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/MSN_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
356,MiniAtlas-L5ET_ATAC,MiniAtlas-L5ET,434,ATAC,./Data/source/MiniAtlas_ATAC_bw/L5ET_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
357,MiniAtlas-L5ET_K27Ac,MiniAtlas-L5ET,434,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/L5ET_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
358,MiniAtlas-L5ET_K27Me3,MiniAtlas-L5ET,434,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/L5ET_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
359,MiniAtlas-L5ET_RNAminus,MiniAtlas-L5ET,434,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L5ET_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
360,MiniAtlas-L5ET_RNAplus,MiniAtlas-L5ET,434,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/L5ET_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
361,MiniAtlas-PAX6_ATAC,MiniAtlas-PAX6,358,ATAC,./Data/source/MiniAtlas_ATAC_bw/PAX6_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
362,MiniAtlas-PAX6_K27Ac,MiniAtlas-PAX6,358,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/PAX6_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
363,MiniAtlas-PAX6_K27Me3,MiniAtlas-PAX6,358,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/PAX6_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
364,MiniAtlas-PAX6_RNAminus,MiniAtlas-PAX6,358,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/PAX6_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
365,MiniAtlas-PAX6_RNAplus,MiniAtlas-PAX6,358,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/PAX6_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
366,MiniAtlas-SST-CHODL_ATAC,MiniAtlas-SST-CHODL,332,ATAC,./Data/source/MiniAtlas_ATAC_bw/SST-CHODL_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
367,MiniAtlas-SST-CHODL_K27Ac,MiniAtlas-SST-CHODL,332,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/SST-CHODL_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
368,MiniAtlas-SST-CHODL_K27Me3,MiniAtlas-SST-CHODL,332,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/SST-CHODL_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
369,MiniAtlas-SST-CHODL_RNAminus,MiniAtlas-SST-CHODL,332,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/SST-CHODL_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
370,MiniAtlas-SST-CHODL_RNAplus,MiniAtlas-SST-CHODL,332,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/SST-CHODL_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
371,MiniAtlas-FBL_ATAC,MiniAtlas-FBL,300,ATAC,./Data/source/MiniAtlas_ATAC_bw/FBL_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
372,MiniAtlas-FBL_K27Ac,MiniAtlas-FBL,300,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/FBL_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
373,MiniAtlas-FBL_K27Me3,MiniAtlas-FBL,300,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/FBL_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
374,MiniAtlas-FBL_RNAminus,MiniAtlas-FBL,300,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/FBL_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
375,MiniAtlas-FBL_RNAplus,MiniAtlas-FBL,300,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/FBL_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
376,MiniAtlas-ENDO_ATAC,MiniAtlas-ENDO,251,ATAC,./Data/source/MiniAtlas_ATAC_bw/ENDO_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
377,MiniAtlas-ENDO_K27Ac,MiniAtlas-ENDO,251,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/ENDO_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
378,MiniAtlas-ENDO_K27Me3,MiniAtlas-ENDO,251,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/ENDO_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
379,MiniAtlas-ENDO_RNAminus,MiniAtlas-ENDO,251,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/ENDO_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
380,MiniAtlas-ENDO_RNAplus,MiniAtlas-ENDO,251,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/ENDO_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
381,MiniAtlas-IMMUNE_ATAC,MiniAtlas-IMMUNE,62,ATAC,./Data/source/MiniAtlas_ATAC_bw/IMMUNE_ATAC.bw,MiniAtlas,mean,0.5,0.5,0.375,768.0,256.0,regression
382,MiniAtlas-IMMUNE_K27Ac,MiniAtlas-IMMUNE,62,K27Ac,./Data/source/MiniAtlas_bamCoverage_bw/IMMUNE_H3K27ac.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
383,MiniAtlas-IMMUNE_K27Me3,MiniAtlas-IMMUNE,62,K27Me3,./Data/source/MiniAtlas_bamCoverage_bw/IMMUNE_H3K27me3.bw,MiniAtlas,mean,0.5,0.5,2.0,128.0,32.0,regression
384,MiniAtlas-IMMUNE_RNAminus,MiniAtlas-IMMUNE,62,RNAminus,./Data/source/MiniAtlas_ENCODE_RNA_bw/IMMUNE_RNA_RNA_minusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
385,MiniAtlas-IMMUNE_RNAplus,MiniAtlas-IMMUNE,62,RNAplus,./Data/source/MiniAtlas_ENCODE_RNA_bw/IMMUNE_RNA_RNA_plusUniq.bw,MiniAtlas,sum_three_quarter,0.5,0.5,1.5,128.0,48.0,regression
